age,occupation,annual_income,num_bank_acc,num_credit_card,interest_rate,delay_from_due_date,outstanding_debt,credit_util_ratio,credit_history_age,payment_of_min_amount,installment_per_month,amount_invested_monthly,payment_behavior,monthly_balance,credit_score
22,Scientist,25208.64,3,5,19,9,173.09,34.02,29.1,No,70.08,85.3,High_spent_Small_value_payments,339.89,1
22,Scientist,25208.64,3,5,19,9,173.09,27.68,29.11,No,276.45,135.25,High_spent_Small_value_payments,289.94,1
34,Journalist,57047.52,4,5,8,29,2201.14,32.92,16.11,Yes,129.16,114.65,High_spent_Medium_value_payments,458.89,1
34,Journalist,57047.52,4,5,8,26,2201.14,26.39,17.2,Yes,129.16,248.03,High_spent_Small_value_payments,335.5,1
42,Entrepreneur,67500.54,7,5,15,24,1080.51,29.12,7.11,Yes,273.95,202.83,High_spent_Medium_value_payments,337.42,0
42,Manager,15599.95,10,9,21,39,4397.24,26.13,10.3,Yes,111.64,66.1,High_spent_Small_value_payments,184.77,1
43,Manager,15599.95,10,9,21,39,4397.24,28.97,10.5,Yes,111.64,82.0,Low_spent_Medium_value_payments,188.86,1
43,Manager,15599.95,10,9,21,39,4397.24,33.23,10.6,Yes,111.64,126.32,Low_spent_Small_value_payments,154.54,1
43,Manager,15599.95,10,9,21,39,4397.24,28.53,10.8,Yes,111.64,123.52,Low_spent_Small_value_payments,157.34,1
43,Manager,15599.95,10,9,21,39,4397.24,38.75,10.9,Yes,111.64,99.03,Low_spent_Medium_value_payments,171.83,1
43,Manager,15599.95,10,9,21,44,4397.24,22.48,10.1,Yes,111.64,126.84,Low_spent_Small_value_payments,154.02,1
44,Scientist,44046.21,7,7,21,21,2709.07,26.86,12.9,Yes,161.29,190.98,Low_spent_Large_value_payments,264.38,1
44,Scientist,44046.21,7,7,21,18,2709.07,27.67,12.11,Yes,161.29,58.93,High_spent_Medium_value_payments,376.43,2
44,Scientist,44046.21,7,7,21,18,2709.07,36.77,13.2,Yes,161.29,166.93,High_spent_Small_value_payments,278.43,2
14,Scientist,9834.755,7,10,29,56,3651.67,26.26,7.1,Yes,30.93,42.58,Low_spent_Medium_value_payments,263.05,1
25,Lawyer,58782.24000000001,8,9,24,48,2671.29,29.56,11.6,Yes,229.55,328.41,Low_spent_Large_value_payments,175.59,0
25,Lawyer,58782.24000000001,8,9,24,48,2671.29,24.87,11.9,Yes,229.55,294.0,Low_spent_Large_value_payments,210.0,0
42,Mechanic,84261.29999999999,5,7,5,8,958.8,33.67,11.0,Yes,214.13,161.15,High_spent_Large_value_payments,542.0,1
42,Mechanic,84261.29999999999,5,7,5,10,958.8,28.15,11.2,Yes,214.13,138.01,High_spent_Large_value_payments,565.14,0
43,Mechanic,84261.29999999999,5,7,5,10,958.8,35.91,11.4,Yes,214.13,372.7,High_spent_Small_value_payments,350.45,0
22,Mechanic,28491.46,9,7,25,49,3603.74,28.5,6.4,Yes,127.88,136.04,Low_spent_Small_value_payments,253.41,1
22,Mechanic,28491.46,9,7,25,46,3603.74,35.52,6.7,Yes,127.88,148.03,High_spent_Small_value_payments,211.42,1
22,Mechanic,28491.46,9,7,25,44,3603.74,28.97,6.8,Yes,127.88,157.23,Low_spent_Small_value_payments,232.22,1
22,Mechanic,28491.46,9,7,25,51,3603.74,38.22,6.1,Yes,127.88,122.8,Low_spent_Large_value_payments,246.64,1
23,Mechanic,28491.46,9,7,25,46,3603.74,31.74,6.11,Yes,127.88,200.13,Low_spent_Small_value_payments,189.31,1
53,Manager,41675.64,4,3,12,6,1181.64,32.51,25.3,No,53.8,239.4,High_spent_Small_value_payments,312.0,2
53,Manager,41675.64,4,3,12,5,1181.64,37.05,25.4,No,53.8,84.3,High_spent_Large_value_payments,447.1,1
53,Manager,41675.64,4,3,12,6,1181.64,29.2,25.5,No,53.8,195.14,Low_spent_Small_value_payments,386.26,2
53,Manager,41675.64,4,3,12,7,1181.64,25.23,25.7,No,53.8,211.95,High_spent_Small_value_payments,339.45,2
53,Manager,41675.64,4,3,12,6,1181.64,27.27,25.8,No,53.8,80.92,High_spent_Small_value_payments,470.48,2
44,Scientist,9766.965,8,10,20,36,2223.4,33.34,7.8,Yes,25.35,43.44,Low_spent_Small_value_payments,301.29,0
44,Scientist,9766.965,8,10,20,35,2223.4,38.12,7.9,Yes,25.35,63.91,Low_spent_Medium_value_payments,270.83,1
44,Scientist,9766.965,8,10,20,36,2223.4,31.53,7.11,Yes,25.35,91.74,Low_spent_Small_value_payments,253.0,0
45,Scientist,9766.965,8,10,20,36,2223.4,23.34,8.0,Yes,25.35,88.0,Low_spent_Small_value_payments,256.74,0
45,Scientist,9766.965,8,10,20,38,2223.4,33.52,8.1,Yes,25.35,35.3,Low_spent_Large_value_payments,289.44,0
45,Scientist,9766.965,8,10,20,36,2223.4,39.31,8.2,Yes,25.35,82.07,Low_spent_Small_value_payments,262.67,1
45,Scientist,9766.965,8,10,20,32,2223.4,26.1,8.3,Yes,25.35,82.98,Low_spent_Small_value_payments,261.76,0
45,Engineer,9925.3,9,7,32,15,3083.14,29.83,13.8,Yes,41.64,95.02,Low_spent_Small_value_payments,229.45,0
45,Engineer,9925.3,9,7,32,15,3083.14,28.95,13.9,Yes,41.64,100.67,Low_spent_Small_value_payments,223.8,0
45,Engineer,9925.3,9,7,32,15,3083.14,24.55,14.1,Yes,41.64,24.92,High_spent_Small_value_payments,269.55,0
46,Engineer,9925.3,9,7,32,16,3083.14,34.45,14.3,Yes,41.64,30.06,Low_spent_Small_value_payments,294.42,0
35,Writer,84721.6,4,6,10,9,377.05,25.27,10.8,Yes,340.29,144.03,High_spent_Large_value_payments,449.99,1
23,Entrepreneur,7152.2,8,5,30,8,2004.55,34.69,10.3,Yes,29.85,52.39,Low_spent_Small_value_payments,274.27,0
23,Entrepreneur,7152.2,8,5,30,8,2004.55,30.48,10.4,Yes,29.85,72.98,Low_spent_Small_value_payments,253.68,0
23,Entrepreneur,7152.2,8,5,30,8,2004.55,31.12,10.5,Yes,29.85,75.6,Low_spent_Small_value_payments,251.05,1
23,Entrepreneur,7152.2,8,5,30,8,2004.55,29.31,10.6,Yes,29.85,61.55,Low_spent_Medium_value_payments,255.11,0
23,Entrepreneur,7152.2,8,5,30,13,2004.55,38.6,10.8,Yes,29.85,13.11,High_spent_Large_value_payments,263.55,1
23,Entrepreneur,7152.2,8,5,30,8,2004.55,35.67,10.9,Yes,29.85,38.06,Low_spent_Large_value_payments,268.59,1
38,Developer,62030.64,3,9,25,23,1705.93,34.68,19.3,Yes,107.03,219.38,Low_spent_Small_value_payments,451.91,0
39,Developer,62030.64,3,9,25,28,1705.93,28.72,19.1,Yes,107.03,102.0,High_spent_Small_value_payments,539.29,0
34,Entrepreneur,13309.51,3,7,13,17,762.58,27.97,27.6,Yes,37.53,89.45,Low_spent_Small_value_payments,246.63,1
34,Entrepreneur,13309.51,3,7,13,17,762.58,25.69,27.8,Yes,37.53,108.43,Low_spent_Small_value_payments,227.65,1
49,Manager,21129.93,3,4,3,14,611.4,37.1,15.7,No,39.59,113.76,Low_spent_Large_value_payments,300.73,1
49,Manager,21129.93,3,4,3,14,611.4,25.34,15.8,No,39.59,68.65,Low_spent_Medium_value_payments,355.83,1
49,Manager,21129.93,3,4,3,14,611.4,38.48,15.9,No,39.59,53.87,High_spent_Medium_value_payments,340.62,1
49,Manager,21129.93,3,4,3,14,611.4,39.99,16.0,No,39.59,159.34,Low_spent_Medium_value_payments,265.15,1
50,Manager,21129.93,3,4,3,14,611.4,32.3,16.1,No,39.59,34.14,High_spent_Small_value_payments,370.35,1
50,Manager,21129.93,3,4,3,14,611.4,26.61,16.2,No,39.59,98.41,Low_spent_Large_value_payments,316.07,2
42,Doctor,71536.52,7,7,17,17,1390.09,24.65,11.3,Yes,339.75,77.29,High_spent_Large_value_payments,394.5,1
42,Doctor,71536.52,7,7,17,17,1390.09,36.69,11.4,Yes,339.75,339.86,Low_spent_Medium_value_payments,171.93,0
42,Doctor,71536.52,7,7,17,22,1390.09,39.73,11.6,Yes,339.75,75.07,High_spent_Medium_value_payments,406.72,0
42,Doctor,71536.52,7,7,17,17,1390.09,26.9,11.8,Yes,339.75,314.52,Low_spent_Large_value_payments,187.26,1
34,Media_Manager,21509.645,4,1,4,4,73.61,32.11,29.6,No,9.17,131.54,Low_spent_Small_value_payments,313.24,2
34,Media_Manager,21509.645,4,1,4,4,73.61,32.87,29.1,No,9.17,25.31,High_spent_Medium_value_payments,379.47,2
35,Lawyer,15364.1,8,10,20,41,2639.72,30.55,17.7,Yes,58.03,154.99,Low_spent_Small_value_payments,230.01,1
35,Lawyer,15364.1,8,10,20,45,2639.72,27.92,17.8,Yes,58.03,80.21,Low_spent_Large_value_payments,284.79,0
35,Lawyer,15364.1,8,10,20,41,2639.72,27.73,17.9,Yes,58.03,64.49,Low_spent_Small_value_payments,320.51,0
35,Lawyer,15364.1,8,10,20,42,2639.72,36.54,17.11,Yes,58.03,148.23,Low_spent_Medium_value_payments,226.77,0
35,Lawyer,15364.1,8,10,20,41,2639.72,32.67,18.0,Yes,58.03,73.04,Low_spent_Medium_value_payments,301.96,0
36,Lawyer,15364.1,8,10,20,39,2639.72,29.79,18.2,Yes,58.03,141.5,Low_spent_Medium_value_payments,233.5,0
22,Scientist,14147.38,7,10,30,56,2684.85,27.43,19.9,Yes,25.79,69.15,Low_spent_Small_value_payments,304.26,0
38,Accountant,34144.14,4,3,15,25,203.04,37.38,5.5,Yes,134.81,64.44,High_spent_Medium_value_payments,353.68,1
38,Accountant,34144.14,4,3,15,27,203.04,25.27,5.6,Yes,134.81,139.61,Low_spent_Large_value_payments,298.51,1
38,Accountant,34144.14,4,3,15,27,203.04,29.9,5.7,Yes,134.81,142.06,Low_spent_Large_value_payments,296.06,1
37,Journalist,18431.8,7,5,4,26,1405.43,24.39,29.0,No,52.69,155.46,Low_spent_Small_value_payments,236.25,0
37,Journalist,18431.8,7,5,4,33,1405.43,33.47,29.1,No,52.69,208.37,Low_spent_Small_value_payments,183.34,0
37,Journalist,18431.8,7,5,4,24,1405.43,29.79,29.2,No,52.69,150.32,Low_spent_Medium_value_payments,231.39,0
37,Journalist,18431.8,7,5,4,27,1405.43,29.01,29.3,No,52.69,148.52,Low_spent_Small_value_payments,243.19,0
37,Journalist,18431.8,7,5,4,31,1405.43,38.6,29.5,No,52.69,59.61,Low_spent_Small_value_payments,332.1,0
31,Mechanic,19568.09,6,9,34,31,3398.95,29.65,3.3,Yes,125.49,153.03,Low_spent_Large_value_payments,168.04,0
32,Mechanic,19568.09,6,9,34,33,3398.95,35.57,3.8,Yes,125.49,17.78,High_spent_Large_value_payments,273.3,0
30,Writer,10622.485,6,4,8,19,1335.49,27.61,15.6,Yes,20.08,31.17,Low_spent_Large_value_payments,290.97,1
30,Writer,10622.485,6,4,8,19,1335.49,24.64,15.1,Yes,20.08,37.85,Low_spent_Small_value_payments,304.29,0
30,Writer,10622.485,6,4,8,19,1335.49,30.19,15.11,Yes,20.08,27.03,High_spent_Small_value_payments,285.11,0
54,Media_Manager,19797.895,4,4,6,5,607.67,32.64,15.5,No,13.05,153.58,Low_spent_Large_value_payments,285.05,0
54,Media_Manager,19797.895,4,4,6,7,607.67,25.32,15.6,No,13.05,35.29,High_spent_Large_value_payments,373.34,0
54,Media_Manager,19797.895,4,4,6,3,607.67,38.54,15.9,No,13.05,167.72,Low_spent_Small_value_payments,290.91,1
54,Media_Manager,19797.895,4,4,6,7,607.67,24.33,15.11,No,13.05,179.79,Low_spent_Small_value_payments,278.85,1
47,Musician,30696.33,2,3,8,5,1428.84,33.33,17.6,No,27.45,335.24,Low_spent_Small_value_payments,189.01,2
37,Journalist,28286.24,4,7,7,19,1406.94,29.47,29.4,No,17.43,182.24,Low_spent_Small_value_payments,317.65,1
38,Journalist,28286.24,4,7,7,18,1406.94,31.88,29.6,No,17.43,96.23,Low_spent_Large_value_payments,383.65,1
38,Journalist,28286.24,4,7,7,21,1406.94,32.34,29.7,No,17.43,271.25,Low_spent_Small_value_payments,228.64,1
43,Developer,10100.48,9,10,29,26,4336.68,27.24,12.6,Yes,32.91,99.25,Low_spent_Small_value_payments,270.81,0
43,Developer,10100.48,9,10,29,26,4336.68,33.37,12.7,Yes,32.91,55.23,Low_spent_Small_value_payments,314.83,0
43,Developer,10100.48,9,10,29,26,4336.68,33.72,12.8,Yes,32.91,47.88,Low_spent_Large_value_payments,302.18,0
43,Developer,10100.48,9,10,29,26,4336.68,33.6,12.9,Yes,32.91,91.16,Low_spent_Small_value_payments,278.91,0
43,Developer,10100.48,9,10,29,26,4336.68,29.76,12.11,Yes,32.91,34.52,High_spent_Medium_value_payments,295.54,1
43,Developer,10100.48,9,10,29,21,4336.68,34.1,13.0,Yes,32.91,32.02,High_spent_Small_value_payments,308.05,1
49,Musician,20675.475,3,1,11,6,78.09,40.09,21.4,No,22.0,38.13,High_spent_Small_value_payments,389.87,1
49,Musician,20675.475,3,1,11,11,78.09,36.72,21.8,No,22.0,118.94,Low_spent_Medium_value_payments,329.06,2
49,Musician,20675.475,3,1,11,11,78.09,27.36,21.9,No,22.0,52.48,High_spent_Small_value_payments,375.52,2
31,Entrepreneur,52862.85000000001,7,9,21,37,2825.56,25.33,5.8,Yes,136.66,390.35,Low_spent_Small_value_payments,220.51,0
31,Entrepreneur,52862.85000000001,7,9,21,37,2825.56,34.67,5.9,Yes,136.66,92.22,High_spent_Large_value_payments,468.64,0
31,Entrepreneur,52862.85000000001,7,9,21,34,2825.56,35.68,5.11,Yes,136.66,103.35,High_spent_Large_value_payments,457.51,1
21,Musician,19998.33,8,6,12,17,1035.7,38.14,15.5,Yes,42.95,36.0,High_spent_Medium_value_payments,352.1,1
21,Musician,19998.33,8,6,12,19,1035.7,37.81,15.7,Yes,42.95,115.38,Low_spent_Small_value_payments,312.73,1
21,Musician,19998.33,8,6,12,19,1035.7,38.52,15.8,Yes,42.95,179.16,Low_spent_Small_value_payments,248.95,1
21,Musician,19998.33,8,6,12,17,1035.7,29.96,15.9,Yes,42.95,45.98,High_spent_Medium_value_payments,342.12,1
21,Musician,19998.33,8,6,12,17,1035.7,29.65,15.1,Yes,42.95,138.84,Low_spent_Large_value_payments,269.27,1
22,Musician,19998.33,8,6,12,17,1035.7,38.2,15.11,Yes,42.95,45.03,High_spent_Large_value_payments,333.08,1
22,Musician,19998.33,8,6,12,16,1035.7,23.71,16.0,Yes,42.95,171.97,Low_spent_Small_value_payments,256.13,1
35,Journalist,33580.53,8,7,19,18,517.32,37.34,19.1,No,26.02,22.56,High_spent_Large_value_payments,458.16,1
39,Scientist,73826.31,3,7,15,10,442.03,29.37,30.5,Yes,170.65,394.38,Low_spent_Medium_value_payments,307.88,1
39,Scientist,73826.31,3,7,15,10,442.03,28.84,30.6,Yes,170.65,376.95,Low_spent_Large_value_payments,315.31,1
26,Musician,13164.265,6,4,8,27,697.28,33.75,11.5,Yes,64.62,32.41,Low_spent_Medium_value_payments,286.38,1
26,Musician,13164.265,6,4,8,27,697.28,34.41,11.6,Yes,64.62,86.5,Low_spent_Medium_value_payments,232.29,1
26,Musician,13164.265,6,4,8,32,697.28,35.62,11.1,Yes,64.62,16.2,High_spent_Large_value_payments,262.58,1
26,Musician,13164.265,6,4,8,27,697.28,26.58,12.0,Yes,64.62,69.67,Low_spent_Small_value_payments,259.12,1
23,Teacher,7123.915,4,6,19,5,1380.44,40.08,19.11,Yes,19.53,36.68,Low_spent_Small_value_payments,309.45,0
23,Teacher,7123.915,4,6,19,5,1380.44,24.07,20.0,Yes,19.53,60.25,Low_spent_Medium_value_payments,275.89,0
23,Teacher,7123.915,4,6,19,5,1380.44,37.12,20.1,Yes,19.53,95.48,Low_spent_Small_value_payments,250.65,0
23,Teacher,7123.915,4,6,19,5,1380.44,27.13,20.2,Yes,19.53,93.01,Low_spent_Small_value_payments,253.12,0
51,Manager,49497.34,8,4,8,17,129.5,21.88,24.3,No,151.74,393.57,Low_spent_Small_value_payments,164.86,1
51,Manager,49497.34,8,4,8,12,129.5,36.21,24.4,No,151.74,250.12,High_spent_Small_value_payments,278.31,1
33,Developer,10732.78,6,6,15,16,915.78,31.3,15.9,Yes,11.44,87.37,Low_spent_Medium_value_payments,292.93,1
33,Developer,10732.78,6,6,15,18,915.78,29.42,15.11,Yes,11.44,87.79,Low_spent_Medium_value_payments,292.51,1
33,Developer,10732.78,6,6,15,16,915.78,28.51,16.1,Yes,11.44,27.74,Low_spent_Large_value_payments,342.56,1
34,Developer,10732.78,6,6,15,16,915.78,32.13,16.3,Yes,11.44,40.82,Low_spent_Medium_value_payments,339.48,1
34,Developer,10732.78,6,6,15,16,915.78,27.26,16.4,Yes,11.44,81.64,Low_spent_Medium_value_payments,298.66,1
37,Architect,36047.13,1,7,9,11,1242.1,31.73,23.11,No,84.43,329.04,Low_spent_Small_value_payments,188.12,0
48,Teacher,61630.4,5,7,3,17,1274.09,30.81,31.8,No,128.62,120.56,High_spent_Large_value_payments,498.4,1
48,Teacher,61630.4,5,7,3,13,1274.09,27.26,31.9,No,128.62,113.27,High_spent_Large_value_payments,505.7,0
48,Teacher,61630.4,5,7,3,13,1274.09,40.08,32.0,No,128.62,345.87,Low_spent_Medium_value_payments,313.09,0
35,Architect,11840.105,7,4,20,10,1259.92,36.07,21.3,Yes,10.14,52.1,High_spent_Small_value_payments,274.13,1
35,Architect,11840.105,7,4,20,7,1259.92,35.53,21.4,Yes,10.14,34.27,Low_spent_Medium_value_payments,311.97,1
35,Architect,11840.105,7,4,20,7,1259.92,38.73,21.5,Yes,10.14,38.97,Low_spent_Medium_value_payments,307.26,1
36,Architect,11840.105,7,4,20,7,1259.92,38.37,21.1,Yes,10.14,45.64,Low_spent_Small_value_payments,310.6,1
43,Teacher,18922.23,7,7,33,57,1328.22,31.28,9.5,Yes,39.6,77.24,High_spent_Small_value_payments,323.35,0
43,Teacher,18922.23,7,7,33,57,1328.22,23.56,9.7,Yes,39.6,61.62,Low_spent_Small_value_payments,368.97,1
43,Teacher,18922.23,7,7,33,57,1328.22,30.75,9.9,Yes,39.6,148.84,Low_spent_Small_value_payments,281.75,0
43,Teacher,18922.23,7,7,33,57,1328.22,32.17,9.11,Yes,39.6,69.06,Low_spent_Large_value_payments,341.52,0
43,Teacher,18922.23,7,7,33,57,1328.22,27.3,10.0,Yes,39.6,224.13,Low_spent_Small_value_payments,206.46,0
53,Scientist,85023.9,2,7,7,22,1342.78,34.62,33.2,No,130.98,417.95,Low_spent_Small_value_payments,452.01,0
53,Scientist,85023.9,2,7,7,22,1342.78,39.45,33.4,No,130.98,358.58,Low_spent_Large_value_payments,491.37,0
26,Accountant,42062.81,1,5,5,12,93.73,29.14,17.9,No,78.48,172.54,Low_spent_Large_value_payments,356.21,1
26,Accountant,42062.81,1,5,5,12,93.73,26.82,17.1,No,78.48,69.41,High_spent_Medium_value_payments,439.34,1
26,Accountant,42062.81,1,5,5,17,93.73,25.19,18.0,No,78.48,53.35,High_spent_Large_value_payments,445.4,1
42,Media_Manager,31236.78,4,4,24,13,2250.42,37.4,5.9,Yes,80.33,51.36,High_spent_Large_value_payments,341.81,0
43,Media_Manager,31236.78,4,4,24,15,2250.42,37.15,5.11,Yes,80.33,136.42,Low_spent_Small_value_payments,306.75,0
43,Media_Manager,31236.78,4,4,24,13,2250.42,30.38,6.0,Yes,80.33,150.41,Low_spent_Small_value_payments,292.76,0
43,Media_Manager,31236.78,4,4,24,13,2250.42,38.12,6.2,Yes,80.33,152.87,High_spent_Small_value_payments,260.3,1
43,Media_Manager,31236.78,4,4,24,13,2250.42,29.85,6.3,Yes,80.33,57.39,High_spent_Large_value_payments,335.78,1
23,Entrepreneur,39909.36,3,7,29,16,2094.03,30.26,16.8,Yes,141.08,33.75,High_spent_Large_value_payments,404.54,1
23,Entrepreneur,39909.36,3,7,29,16,2094.03,33.62,16.1,Yes,141.08,199.5,Low_spent_Large_value_payments,268.8,0
23,Entrepreneur,39909.36,3,7,29,16,2094.03,26.44,17.1,Yes,141.08,272.23,Low_spent_Large_value_payments,196.07,0
24,Manager,10482.305,9,8,20,31,2146.8,23.65,17.3,Yes,29.38,122.05,Low_spent_Small_value_payments,250.02,0
25,Manager,10482.305,9,8,20,27,2146.8,35.52,17.9,Yes,29.38,134.21,Low_spent_Small_value_payments,237.86,0
22,Journalist,81617.68,6,7,27,27,4156.6,23.39,3.0,Yes,239.53,354.01,Low_spent_Medium_value_payments,346.61,1
22,Journalist,81617.68,6,7,27,27,4156.6,39.98,3.1,Yes,239.53,82.52,High_spent_Large_value_payments,578.1,1
22,Journalist,81617.68,6,7,27,27,4156.6,25.14,3.3,Yes,239.53,161.52,High_spent_Large_value_payments,499.1,1
22,Journalist,81617.68,6,7,27,27,4156.6,34.89,3.5,Yes,239.53,109.34,High_spent_Large_value_payments,551.28,1
15,Journalist,28730.26,7,6,10,24,37.2,25.27,32.0,Yes,54.04,126.66,Low_spent_Large_value_payments,322.62,1
15,Journalist,28730.26,7,6,10,28,37.2,30.29,32.2,Yes,54.04,199.61,Low_spent_Small_value_payments,269.67,1
15,Journalist,28730.26,7,6,10,24,37.2,27.64,32.3,Yes,54.04,146.65,Low_spent_Small_value_payments,322.63,1
15,Journalist,28730.26,7,6,10,20,37.2,33.23,32.6,Yes,54.04,56.98,High_spent_Medium_value_payments,372.3,1
43,Media_Manager,10242.055,8,5,17,29,1698.42,26.1,16.8,Yes,14.93,53.04,Low_spent_Small_value_payments,332.08,0
43,Media_Manager,10242.055,8,5,17,29,1698.42,32.09,16.9,Yes,14.93,51.03,High_spent_Small_value_payments,304.09,0
43,Media_Manager,10242.055,8,5,17,29,1698.42,31.28,16.1,Yes,14.93,77.41,Low_spent_Small_value_payments,307.71,0
43,Media_Manager,10242.055,8,5,17,26,1698.42,37.71,17.1,Yes,14.93,53.17,Low_spent_Large_value_payments,311.95,0
43,Media_Manager,10242.055,8,5,17,29,1698.42,39.1,17.2,Yes,14.93,53.4,Low_spent_Small_value_payments,331.72,0
14,Musician,46679.76,5,4,8,19,629.26,40.07,5.5,Yes,74.41,30.04,High_spent_Large_value_payments,546.44,1
14,Musician,46679.76,5,4,8,19,629.26,35.72,5.7,Yes,74.41,82.94,High_spent_Large_value_payments,493.54,1
15,Musician,46679.76,5,4,8,15,629.26,39.12,5.8,Yes,74.41,44.5,High_spent_Large_value_payments,531.99,1
15,Musician,46679.76,5,4,8,19,629.26,29.43,5.9,Yes,74.41,200.27,High_spent_Small_value_payments,396.22,1
25,Journalist,20132.77,9,8,18,15,1708.53,27.19,15.9,Yes,22.54,51.26,High_spent_Medium_value_payments,345.28,0
25,Journalist,20132.77,9,8,18,13,1708.53,41.1,15.11,Yes,22.54,68.85,High_spent_Medium_value_payments,327.68,0
25,Journalist,20132.77,9,8,18,21,1708.53,31.75,16.0,Yes,22.54,142.97,Low_spent_Large_value_payments,273.57,0
25,Journalist,20132.77,9,8,18,16,1708.53,40.88,16.3,Yes,22.54,22.72,High_spent_Large_value_payments,363.82,0
51,Architect,12221.185,3,5,18,27,1155.33,23.56,32.1,Yes,6.3,59.77,Low_spent_Large_value_payments,289.27,1
51,Architect,12221.185,3,5,18,29,1155.33,31.89,32.4,Yes,6.3,38.18,Low_spent_Small_value_payments,330.87,1
51,Architect,12221.185,3,5,18,29,1155.33,26.59,32.8,Yes,6.3,48.73,Low_spent_Small_value_payments,320.31,1
30,Teacher,47404.02,7,9,24,46,2621.5,28.27,11.9,Yes,156.47,211.55,High_spent_Small_value_payments,280.32,1
30,Teacher,47404.02,7,9,24,50,2621.5,32.77,12.0,Yes,156.47,183.8,Low_spent_Medium_value_payments,328.06,1
39,Teacher,32291.88,6,9,34,26,3134.09,35.69,1.4,Yes,119.8,191.73,Low_spent_Medium_value_payments,256.18,0
39,Teacher,32291.88,6,9,34,26,3134.09,37.46,1.7,Yes,119.8,99.82,High_spent_Medium_value_payments,318.09,0
39,Teacher,32291.88,6,9,34,26,3134.09,40.05,1.9,Yes,119.8,161.29,Low_spent_Medium_value_payments,286.62,0
19,Manager,32128.47,3,4,11,12,1178.78,25.75,16.7,No,93.41,46.59,High_spent_Medium_value_payments,348.63,2
19,Manager,32128.47,3,4,11,12,1178.78,28.66,16.8,No,93.41,153.31,Low_spent_Small_value_payments,281.91,2
19,Manager,32128.47,3,4,11,8,1178.78,22.99,16.1,No,93.41,74.05,High_spent_Medium_value_payments,321.18,2
19,Manager,32128.47,3,4,11,12,1178.78,28.07,16.11,No,93.41,18.46,High_spent_Large_value_payments,366.77,2
38,Manager,29343.05,3,4,10,6,590.65,23.97,12.6,Yes,79.49,75.13,High_spent_Small_value_payments,375.5,1
39,Manager,29343.05,3,4,10,6,590.65,39.3,12.8,Yes,79.49,347.46,Low_spent_Small_value_payments,133.17,1
39,Manager,29343.05,3,4,10,6,590.65,38.26,12.11,Yes,79.49,158.31,High_spent_Small_value_payments,292.32,1
40,Architect,36311.46,8,5,12,22,1788.43,28.11,20.2,Yes,68.13,36.78,High_spent_Large_value_payments,409.89,1
40,Architect,36311.46,8,5,12,22,1788.43,29.44,20.3,Yes,68.13,142.43,Low_spent_Large_value_payments,334.24,1
40,Architect,36311.46,8,5,12,22,1788.43,29.27,20.4,Yes,68.13,336.76,Low_spent_Small_value_payments,159.91,1
40,Architect,36311.46,8,5,12,22,1788.43,25.73,20.5,Yes,68.13,65.13,High_spent_Large_value_payments,381.53,1
40,Architect,36311.46,8,5,12,22,1788.43,25.07,20.6,Yes,68.13,36.15,High_spent_Medium_value_payments,420.52,1
41,Architect,36311.46,8,5,12,22,1788.43,35.48,20.8,Yes,68.13,143.3,Low_spent_Small_value_payments,353.37,0
21,Engineer,49596.42,6,9,24,21,3254.22,27.01,8.0,Yes,193.84,113.72,High_spent_Medium_value_payments,375.84,1
21,Engineer,49596.42,6,9,24,21,3254.22,26.97,8.6,Yes,193.84,55.71,High_spent_Medium_value_payments,433.86,2
30,Journalist,18873.52,8,5,16,30,2662.69,37.0,5.9,Yes,23.84,81.07,Low_spent_Medium_value_payments,337.67,0
30,Journalist,18873.52,8,5,16,30,2662.69,34.73,5.1,Yes,23.84,22.24,High_spent_Medium_value_payments,366.5,0
30,Journalist,18873.52,8,5,16,30,2662.69,37.83,6.2,Yes,23.84,61.22,Low_spent_Small_value_payments,367.52,0
30,Journalist,18873.52,8,5,16,30,2662.69,39.28,6.4,Yes,23.84,66.49,Low_spent_Small_value_payments,362.25,0
28,Manager,28431.46,7,5,18,30,2152.83,31.13,8.5,Yes,111.23,296.02,Low_spent_Small_value_payments,120.59,0
28,Manager,28431.46,7,5,18,30,2152.83,38.15,8.6,Yes,111.23,227.14,Low_spent_Medium_value_payments,179.46,0
